address	price	Bedrooms	Bath	Lot Size	Property Age	Gross Taxes for 2020	Area	Sub-Area/Community	Property Type	Title	Style																	
3405 E Pender Street	"$1,980,000"	6	3	33 ft x 122 ft (4026 ft²)	Built in 1993 (27 yrs old)	"$5,595"	Vancouver East	Renfrew	House	Freehold NonStrata	2 Storey w/Bsmt.																	
574 Nanaimo Street	"$2,400,000"	4	3	33 ft x 126 ft (4158 ft²)	Built in 1925 (95 yrs old)	"$5,078"	Vancouver East	Renfrew	House	Freehold NonStrata	2 Storey w/Bsmt.																	
2954 Charles Street	"$1,599,000"	5	2	33 ft x 127 ft (4255 ft²)	Built in 1967 (53 yrs old)	"$5,169"	Vancouver East	Renfrew	House	Freehold NonStrata	2 Storey																	
3088 E 6th Avenue	"$1,899,000"	7	6	33 ft x 122 ft (4026 ft²)	Built in 1990 (30 yrs old)	"$4,173"	Vancouver East	Renfrew	House	Freehold NonStrata	2 Storey w/Bsmt.																	
3658 Turner Street	"$1,399,000"	5	2	33 ft x 110 ft (3630 ft²)	Built in 1926 (94 yrs old)	"$4,768"	Vancouver East	Renfrew	House	Freehold NonStrata	2 Storey																	
2948 E 3rd Avenue	"$1,550,000"	5	2	33 ft x 124 ft (4092 ft²)	Built in 1941 (79 yrs old)	"$5,378"	Vancouver East	Renfrew	House	Freehold NonStrata	2 Storey																	
3511 Turner Street	"$1,279,000"	3	4	0 ft²	Built in 2020 (0 yrs old)	"$4,568"	$0	Vancouver East	Renfrew	Duplex	Freehold Strata																	
313 405 Skeena Street	"$542,800"	2	2	Built in 2009 (11 yrs old)	"$1,510"	$425	Vancouver East	Renfrew	Apt/Condo	Freehold Strata	"1 Storey,Inside Unit"																	
48 3468 Terra Vita Place	"$865,000"	3	3	Built in 1997 (23 yrs old)	"$1,818"	$348	Vancouver East	Renfrew	Townhouse	Freehold Strata	3 Storey																	
2488 E 8th Avenue	"$699,000"	2	2	Built in 1995 (25 yrs old)	"$1,732"	$334	Vancouver East	Renfrew	Townhouse	Freehold Strata	"Corner Unit,Ground Level Unit"																	
765 Kamloops Street	"$1,399,000"	3	4	34 ft x 108 ft (0 ft²)	Built in 2020 (0 yrs old)	"$4,061"	$0	Vancouver East	Renfrew	Duplex	Freehold Strata																	
2495 Adanac Street	"$1,299,000"	3	3	34 ft x 108 ft (0 ft²)	Built in 2020 (0 yrs old)	"$3,800"	$0	Vancouver East	Renfrew	Duplex	Freehold Strata																	
101 2889 E 1st Avenue	"$640,000"	2	2	Built in 2019 (1 yrs old)	"$1,861"	$242	Vancouver East	Renfrew	Apt/Condo	Freehold Strata	Split Entry																	
3442 E 4th Avenue	"$2,690,000"	7	6	66 ft x 124 ft (8271 ft²)	Built in 1984 (36 yrs old)	"$8,518"	Vancouver East	Renfrew	House	Freehold NonStrata	"2 Storey,Ground Level Unit"																	
3446 William Street	"$1,180,000"	5	2	33 ft x 107 ft (3548 ft²)	Built in 1954 (66 yrs old)	"$4,545"	Vancouver East	Renfrew	House	Freehold NonStrata	2 Storey																	
2939 Charles Street	"$1,560,000"	4	3	31 ft x 110 ft (3488 ft²)	Built in 1989 (31 yrs old)	"$5,105"	Vancouver East	Renfrew	House	Freehold NonStrata	2 Storey																	
309 2889 E 1st Avenue	"$519,900"	1	1	Built in 2019 (1 yrs old)	"$1,398"	$218	Vancouver East	Renfrew	Apt/Condo	Freehold Strata	Inside Unit																	
3115 E Broadway Street	"$3,000,000"	6	4	33 ft x 150 ft (4952 ft²)	Built in 1966 (54 yrs old)	"$5,722"	Vancouver East	Renfrew	House	Freehold NonStrata	2 Storey																	
2579 E East Pender Street	"$1,400,000"	4	2	33 ft x 122 ft (4026 ft²)	Built in 1962 (58 yrs old)	"$4,837"	Vancouver East	Renfrew	House	Freehold NonStrata	"2 Storey,Basement Entry"																	
3326 E 2nd Avenue	"$1,679,000"	6	3	40 ft x 124 ft (4960 ft²)	Built in 1968 (52 yrs old)	"$5,523"	Vancouver East	Renfrew	House	Freehold NonStrata	2 Storey																	
4306 Atlin Street	"$1,699,000"	5	2	5040 ft²	Built in 1926 (94 yrs old)	"$5,963"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	2 Storey w/Bsmt.																	
102 2588 E Broadway	"$298,000"	2	2	Built in 1995 (25 yrs old)	$0	$412	Vancouver East	Renfrew Heights	Apt/Condo	Freehold Strata	Ground Level Unit																	
4306 Atlin Street	"$1,699,000"	5	2	5040 ft²	Built in 1926 (94 yrs old)	"$5,963"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	2 Storey w/Bsmt.																	
3214 Vimy Crescent	"$1,428,000"	3	4	41 ft x 110 ft (4510 ft²)	Built in 2020 (0 yrs old)	"$2,448"	$0	Vancouver East	Renfrew Heights	Duplex	Freehold Strata																	
3216 Vimy Crescent	"$1,299,900"	3	4	41 ft x 110 ft (4510 ft²)	Built in 2020 (0 yrs old)	"$2,448"	$0	Vancouver East	Renfrew Heights	Duplex	Freehold Strata																	
2942 Renfrew Street	"$1,575,000"	6	3	31 ft x 121 ft (3850 ft²)	Built in 1969 (51 yrs old)	"$4,629"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	2 Storey																	
3015 E 14th Avenue	"$2,899,900"	10	9	5687 ft²	Built in 2019 (1 yrs old)	"$8,443"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	"2 Storey w/Bsmt.,Laneway House"																	
3168 Renfrew Street	"$2,700,000"	3	2	33 ft x 121 ft (4016 ft²)	Built in 1948 (72 yrs old)	"$4,698"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	2 Storey																	
3138 Renfrew Street	"$2,600,000"	5	3	33 ft x 121 ft (4015 ft²)	Built in 1974 (46 yrs old)	"$4,840"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	2 Storey																	
3196 Renfrew Street	"$2,600,000"	4	2	33 ft x 121 ft (4015 ft²)	Built in 1944 (76 yrs old)	"$5,027"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	2 Storey																	
3156 Renfrew Street	"$2,599,000"	3	2	33 ft x 122 ft (4015 ft²)	Built in 1960 (60 yrs old)	"$4,679"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	2 Storey																	
3182 Renfrew Street	"$2,600,000"	6	0	33 ft x 121 ft (4015 ft²)	Built in 1959 (61 yrs old)	"$4,649"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	2 Storey																	
2875 E 10th Avenue	"$2,500,000"	5	3	33 ft x 144 ft (4752 ft²)	Built in 1979 (41 yrs old)	"$5,302"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	2 Storey																	
2869 E 10th Avenue	"$2,500,000"	6	3	33 ft x 144 ft (4752 ft²)	Built in 1979 (41 yrs old)	"$5,376"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	2 Storey																	
3192 E 14th Avenue	"$2,399,000"	7	7	38 ft x 104 ft (3985 ft²)	Built in 2020 (0 yrs old)	"$7,019"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	"2 Storey w/Bsmt.,Laneway House"																	
2883 Nanaimo Street	"$1,599,000"	5	4	28 ft x 119 ft (3406 ft²)	Built in 1997 (23 yrs old)	"$5,222"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	2 Storey																	
3549 Anzio Drive	"$1,788,888"	4	4	41 ft x 110 ft (4510 ft²)	Built in 1993 (27 yrs old)	"$5,845"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	2 Storey w/Bsmt.																	
2418 E 19th Avenue	"$1,749,999"	8	5	33 ft x 110 ft (436 ft²)	Built in 2009 (11 yrs old)	"$5,763"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	2 Storey																	
3661 E 27th Avenue	"$1,525,000"	4	3	3762 ft²	Built in 1979 (41 yrs old)	"$5,307"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	2 Storey																	
3125 Nootka Street	"$1,888,800"	4	3	43 ft x 121 ft (5257 ft²)	Built in 1966 (54 yrs old)	"$5,831"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	2 Storey																	
4306 Atlin Street	"$1,699,000"	5	2	5040 ft²	Built in 1926 (94 yrs old)	"$5,963"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	2 Storey w/Bsmt.																	
2816 E 16th Avenue	"$1,788,800"	4	3	33 ft x 139 ft (4619 ft²)	Built in 1955 (65 yrs old)	"$5,836"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	2 Storey w/Bsmt.																	
2762 E 21st Avenue	"$1,668,000"	4	4	32 ft x 109 ft (3625 ft²)	Built in 1994 (26 yrs old)	"$5,614"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	2 Storey w/Bsmt.																	
4465 Skeena Street	"$1,698,000"	4	4	33 ft x 112 ft (3696 ft²)	Built in 1993 (27 yrs old)	"$5,611"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	"2 Storey w/Bsmt.,Split Entry"																	
2605 Kamloops Street	"$1,899,000"	5	3	50 ft x 128 ft (6400 ft²)	Built in 1968 (52 yrs old)	"$5,901"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	2 Storey																	
3230 Nanaimo Street	"$1,899,000"	10	5	49 ft x 129 ft (6411 ft²)	Built in 1947 (73 yrs old)	"$5,819"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	2 Storey w/Bsmt.																	
802 2528 E Broadway	"$499,900"	3	2	Built in 1995 (25 yrs old)	"$1,255"	$628	Vancouver East	Renfrew Heights	Apt/Condo	Freehold Strata	"1 Storey,Inside Unit"																	
107 2533 Penticton Street	"$290,000"	2	2	Built in 1994 (26 yrs old)	$807	$402	Vancouver East	Renfrew Heights	Apt/Condo	Freehold Strata	Ground Level Unit																	
3144 E 22nd Avenue	"$2,298,000"	9	7	33 ft x 120 ft (3960 ft²)	Built in 2017 (3 yrs old)	"$5,558"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	"2 Storey w/Bsmt.,Laneway House"																	
508 2468 E Broadway	"$418,000"	3	2	Built in 1994 (26 yrs old)	"$1,235"	$513	Vancouver East	Renfrew Heights	Apt/Condo	Freehold Strata	Inside Unit																	
3862 Nanaimo Street	"$2,700,000"	7	4	32 ft x 120 ft (3900 ft²)	Built in 2005 (15 yrs old)	"$5,781"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	2 Storey																	
2882 E Broadway	"$2,888,000"	4	1	33 ft x 144 ft (4779 ft²)	Built in 1955 (65 yrs old)	"$5,180"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	2 Storey																	
4475 Skeena Street	"$2,288,000"	8	8	33 ft x 112 ft (3696 ft²)	Built in 2020 (0 yrs old)	"$5,429"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	2 Storey w/Bsmt.																	
2938 E 25th Avenue	"$2,798,000"	10	10	52 ft x 100 ft (0 ft²)	Built in 2008 (12 yrs old)	$0	Vancouver East	Renfrew Heights	House	Freehold NonStrata	"2 Storey w/Bsmt.,Laneway House"																	
603 2468 E Broadway	"$339,900"	2	2	Built in 1994 (26 yrs old)	$864	$417	Vancouver East	Renfrew Heights	Apt/Condo	Freehold Strata	Inside Unit																	
2843 E 20th Avenue	"$1,589,000"	8	3	33 ft x 109 ft (3629 ft²)	Built in 1925 (95 yrs old)	"$4,671"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	3 Storey																	
2876 E Broadway	"$2,888,000"	4	2	33 ft x 144 ft (4779 ft²)	Built in 1947 (73 yrs old)	"$5,699"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	1 Storey																	
2808 E Broadway	"$3,000,000"	6	4	33 ft x 144 ft (4779 ft²)	Built in 2011 (9 yrs old)	"$5,872"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	2 Storey																	
2870 E Broadway	"$2,888,000"	4	2	33 ft x 144 ft (4779 ft²)	Built in 1946 (74 yrs old)	"$5,550"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	Rancher/Bungalow w/Bsmt.																	
2838 E Broadway	"$2,888,000"	4	2	33 ft x 144 ft (4778 ft²)	Built in 1963 (57 yrs old)	"$5,606"	Vancouver East	Renfrew Heights	House	Freehold NonStrata	Rancher/Bungalow w/Bsmt.																	
7320 Inverness Street	"$1,388,000"	5	2	34 ft x 112 ft (3831 ft²)	Built in 1952 (68 yrs old)	"$4,824"	Vancouver East	South Vancouver	House	Freehold NonStrata	2 Storey w/Bsmt.																	
1267 E 53rd Avenue	"$2,480,000"	8	5	33 ft x 112 ft (3696 ft²)	Built in 2017 (3 yrs old)	"$5,818"	Vancouver East	South Vancouver	House	Freehold NonStrata	"2 Storey w/Bsmt.,Laneway House"																	
872 E 58th Avenue	"$1,199,000"	3	3	0 ft²	Built in 2020 (0 yrs old)	$0	$0	Vancouver East	South Vancouver	Duplex	Freehold Strata																	
215 E 64th Avenue	"$1,450,000"	5	3	43 ft x 117 ft (5048 ft²)	Built in 2018 (2 yrs old)	"$3,646"	Vancouver East	South Vancouver	Duplex	Freehold NonStrata	2 Storey																	
7983 Prince Albert Street	"$2,148,000"	8	6	33 ft x 121 ft (3998 ft²)	Built in 2017 (3 yrs old)	"$5,805"	Vancouver East	South Vancouver	House	Freehold NonStrata	"2 Storey w/Bsmt.,Loft/Warehouse Conv."																	
420 E 56th Avenue	"$2,288,000"	7	7	30 ft x 114 ft (3500 ft²)	Built in 2020 (0 yrs old)	"$4,522"	Vancouver East	South Vancouver	House	Freehold NonStrata	"2 Storey w/Bsmt.,Laneway House"																	
1148 E 60th Avenue	"$1,683,880"	6	4	33 ft x 116 ft (3849 ft²)	Built in 2002 (18 yrs old)	"$6,193"	Vancouver East	South Vancouver	House	Freehold NonStrata	2 Storey																	
883 E 63rd Avenue	"$1,580,000"	6	3	33 ft x 129 ft (4263 ft²)	Built in 1977 (43 yrs old)	"$5,175"	Vancouver East	South Vancouver	House	Freehold NonStrata	2 Storey																	
1228 E 61st Avenue	"$1,788,000"	6	5	33 ft x 114 ft (3762 ft²)	Built in 2003 (17 yrs old)	"$5,480"	Vancouver East	South Vancouver	House	Freehold NonStrata	2 Storey																	
20 E 60th Avenue	"$1,499,000"	4	2	30 ft x 111 ft (3330 ft²)	Built in 1925 (95 yrs old)	"$5,340"	Vancouver East	South Vancouver	House	Freehold NonStrata	Rancher/Bungalow w/Bsmt.																	
6805 Sherbrooke Street	"$1,648,000"	6	4	33 ft x 121 ft (4020 ft²)	Built in 1962 (58 yrs old)	"$5,351"	Vancouver East	South Vancouver	House	Freehold NonStrata	2 Storey																	
179 E 64th Avenue	"$2,388,000"	6	6	3812 ft²	Built in 2012 (8 yrs old)	"$5,615"	Vancouver East	South Vancouver	House	Freehold NonStrata	2 Storey w/Bsmt.																	
952 E 63rd Avenue	"$1,549,999"	6	3	32 ft x 126 ft (4089 ft²)	Built in 1973 (47 yrs old)	"$5,431"	Vancouver East	South Vancouver	House	Freehold NonStrata	"2 Storey,2 Storey w/Bsmt."																	
66 E 56th Avenue	"$2,388,000"	9	6	33 ft x 110 ft (3640 ft²)	Built in 2017 (3 yrs old)	"$6,126"	Vancouver East	South Vancouver	House	Freehold NonStrata	"2 Storey w/Bsmt.,Laneway House"																	
747 E 60th Avenue	"$1,349,000"	3	4	0 ft²	Built in 2020 (0 yrs old)	"$4,863"	$0	Vancouver East	South Vancouver	Duplex	Freehold Strata																	
620 E 54th Avenue	"$1,298,000"	3	4	0 ft²	Built in 2020 (0 yrs old)	$0	$0	Vancouver East	South Vancouver	Duplex	Freehold Strata																	
622 E 54th Avenue	"$1,298,000"	3	4	0 ft²	Built in 2020 (0 yrs old)	$0	$0	Vancouver East	South Vancouver	Duplex	Freehold Strata																	
870 E 58th Avenue	"$998,800"	3	3	0 ft²	Built in 2020 (0 yrs old)	$0	$0	Vancouver East	South Vancouver	Duplex	Freehold Strata																	
301 E 61st Avenue	"$1,588,888"	5	5	32 ft x 108 ft (3548 ft²)	Built in 1991 (29 yrs old)	"$5,254"	Vancouver East	South Vancouver	House	Freehold NonStrata	2 Storey w/Bsmt.																	
442 E 56th Avenue	"$2,488,000"	7	8	33 ft x 115 ft (3795 ft²)	Built in 2020 (0 yrs old)	"$4,934"	Vancouver East	South Vancouver	House	Freehold NonStrata	2 Storey w/Bsmt.																	
112 E 62nd Avenue	"$2,398,000"	6	6	33 ft x 115 ft (3809 ft²)	Built in 2015 (5 yrs old)	"$5,972"	Vancouver East	South Vancouver	House	Freehold NonStrata	"2 Storey w/Bsmt.,Basement Entry"																	
1348 E 61st Avenue	"$1,698,000"	5	4	33 ft x 115 ft (3795 ft²)	Built in 1997 (23 yrs old)	"$5,964"	Vancouver East	South Vancouver	House	Freehold NonStrata	2 Storey																	
6561 Inverness Street	"$1,499,999"	4	4	35 ft x 123 ft (4305 ft²)	Built in 2020 (0 yrs old)	"$5,443"	$0	Vancouver East	South Vancouver	Duplex	Freehold Strata																	
1032 E 61st Avenue	"$1,598,888"	4	5	33 ft x 122 ft (4026 ft²)	Built in 1973 (47 yrs old)	"$6,103"	Vancouver East	South Vancouver	House	Freehold NonStrata	2 Storey																	
925 E 58th Avenue	"$1,398,888"	5	3	33 ft x 116 ft (3828 ft²)	"$4,788"	Vancouver East	South Vancouver	House	Freehold NonStrata	2 Storey	116																	
6653 Main Street	"$2,900,000"	2	4	35 ft x 110 ft (3850 ft²)	Built in 1959 (61 yrs old)	"$9,285"	Vancouver East	South Vancouver	House	Freehold NonStrata	2 Storey																	
305 688 E 56th Avenue	"$524,900"	1	1	Built in 1997 (23 yrs old)	"$1,068"	$279	Vancouver East	South Vancouver	Apt/Condo	Freehold Strata	"1 Storey,Upper Unit"																	
6879 Fraser Street	"$2,200,000"	5	1	33 ft x 113 ft (3729 ft²)	Built in 1947 (73 yrs old)	"$4,803"	Vancouver East	South Vancouver	House	Freehold NonStrata	Rancher/Bungalow w/Bsmt.																	
6891 Fraser Street	"$2,200,000"	4	2	33 ft x 113 ft (3729 ft²)	Built in 1946 (74 yrs old)	"$4,867"	Vancouver East	South Vancouver	House	Freehold NonStrata	Rancher/Bungalow w/Bsmt.																	
6867 Fraser Street	"$2,200,000"	5	1	33 ft x 113 ft (3729 ft²)	Built in 1947 (73 yrs old)	"$4,803"	Vancouver East	South Vancouver	House	Freehold NonStrata	"2 Storey,Rancher/Bungalow"																	
135 E 62nd Avenue	"$1,849,900"	6	4	26 ft x 115 ft (3056 ft²)	Built in 2007 (13 yrs old)	"$5,839"	Vancouver East	South Vancouver	House	Freehold NonStrata	3 Storey																	
328 E 49th Avenue	"$1,799,888"	5	3	32 ft x 123 ft (3936 ft²)	Built in 1982 (38 yrs old)	"$5,322"	Vancouver East	South Vancouver	House	Freehold NonStrata	"2 Storey,Basement Entry"																	
626 E 62nd Avenue	"$1,798,000"	6	4	35 ft x 132 ft (4620 ft²)	Built in 1984 (36 yrs old)	"$5,997"	Vancouver East	South Vancouver	House	Freehold NonStrata	2 Storey																	
585 E 52nd Avenue	"$3,200,000"	8	7	72 ft x 122 ft (8852 ft²)	Built in 1989 (31 yrs old)	"$8,157"	Vancouver East	South Vancouver	House	Freehold NonStrata	"2 Storey w/Bsmt.,Basement Entry"																	
769 E 62nd Avenue	"$1,598,000"	6	3	33 ft x 122 ft (4026 ft²)	Built in 1968 (52 yrs old)	"$5,111"	Vancouver East	South Vancouver	House	Freehold NonStrata	2 Storey																	
7316 Culloden Street	"$1,449,000"	6	5	41 ft x 105 ft (4347 ft²)	Built in 1953 (67 yrs old)	"$5,548"	Vancouver East	South Vancouver	House	Freehold NonStrata	2 Storey																	
454 E 63rd Avenue	"$2,000,000"	7	4	44 ft x 145 ft (6478 ft²)	Built in 1975 (45 yrs old)	"$6,373"	Vancouver East	South Vancouver	House	Freehold NonStrata	2 Storey w/Bsmt.																	
350 E 61st Avenue	"$1,498,888"	4	4	33 ft x 99 ft (3279 ft²)	Built in 1965 (55 yrs old)	"$4,497"	Vancouver East	South Vancouver	House	Freehold NonStrata	2 Storey																	
232 5555 Victoria Drive	"$799,000"	3	2	Built in 2001 (19 yrs old)	"$1,922"	$429	Vancouver East	Victoria East	Apt/Condo	Freehold Strata	Corner Unit																	
2253 E 35th Avenue	"$795,000"	2	2	66 ft x 132 ft (8052 ft²)	Built in 2020 (0 yrs old)	$0	Vancouver East	Victoria East	Duplex	Freehold NonStrata	2 Storey																	
905 4638 Gladstone Street	"$799,900"	3	2	Built in 2018 (2 yrs old)	"$2,665"	$752	Vancouver East	Victoria East	Apt/Condo	Freehold Strata	"1 Storey,Inside Unit"																	
1110 2220 Kingsway	"$818,000"	2	2	Built in 2018 (2 yrs old)	"$2,437"	$678	Vancouver East	Victoria East	Apt/Condo	Freehold Strata	"Corner Unit,Upper Unit"																	
232 5555 Victoria Drive	"$799,000"	3	2	Built in 2001 (19 yrs old)	"$1,922"	$429	Vancouver East	Victoria East	Apt/Condo	Freehold Strata	Corner Unit																	
2218 E 38th Avenue	"$1,780,000"	7	3	40 ft x 141 ft (5640 ft²)	Built in 1912 (108 yrs old)	"$6,316"	Vancouver East	Victoria East	House	Freehold NonStrata	3 Storey																	
4140 Gladstone Street	"$3,288,000"	10	7	50 ft x 139 ft (6994 ft²)	Built in 2020 (0 yrs old)	"$7,243"	Vancouver East	Victoria East	House	Freehold NonStrata	2 Storey w/Bsmt.																	
1896 E 40th Avenue	"$1,780,000"	6	6	33 ft x 137 ft (4512 ft²)	Built in 1961 (59 yrs old)	"$5,553"	Vancouver East	Victoria East	House	Freehold NonStrata	2 Storey																	
316 2220 Kingsway	"$549,000"	1	1	Built in 2018 (2 yrs old)	"$1,343"	$450	Vancouver East	Victoria East	Apt/Condo	Freehold Strata	1 Storey																	
312 2238 Kingsway	"$525,000"	2	2	Built in 1997 (23 yrs old)	"$1,213"	$342	Vancouver East	Victoria East	Apt/Condo	Freehold Strata	"Corner Unit,End Unit"																	
2251 E 35 Avenue	"$1,450,000"	4	4	66 ft x 132 ft (8052 ft²)	Built in 2020 (0 yrs old)	$0	Vancouver East	Victoria East	Duplex	Freehold NonStrata	3 Storey w/Bsmt.																	
2249 E 35 Avenue	"$1,299,000"	4	4	66 ft x 122 ft (8052 ft²)	Built in 2020 (0 yrs old)	"$9,450"	Vancouver East	Victoria East	Duplex	Freehold NonStrata	2 Storey w/Bsmt.																	
5218 Gladstone Street	"$1,384,000"	6	3	40 ft x 120 ft (4806 ft²)	Built in 2018 (2 yrs old)	"$4,165"	Vancouver East	Victoria East	Duplex	Freehold NonStrata	2 Storey w/Bsmt.																	
1635 E 21st Avenue	"$3,199,800"	4	3	49 ft x 122 ft (6039 ft²)	Built in 1923 (97 yrs old)	"$6,431"	Vancouver East	Victoria East	House	Freehold NonStrata	3 Storey																	
4308 Beatrice Street	"$1,198,000"	3	3	33 ft x 120 ft (3960 ft²)	Built in 2020 (0 yrs old)	"$4,806"	Vancouver East	Victoria East	Duplex	Freehold NonStrata	3 Storey																	
1608 2221 E 30th Avenue	"$898,888"	3	2	Built in 2018 (2 yrs old)	"$2,815"	$761	Vancouver East	Victoria East	Apt/Condo	Freehold Strata	"Corner Unit,Upper Unit"																	
