address,price,bedrooms,bath,lot_size,property_age,gross_tax_for_2020,area,Sub-Area/Community,Property_Type,title,style,heating_type,Depth,frontage,,,,,,,,,,,,,,
1036 E 14th Avenue,"$639,500",2,1,30 ft x 122 ft (0 ft²),Built in 2021 (-1 yrs old),"$5,705",$0,Vancouver East,Mount Pleasant East,Duplex,Freehold Strata,"1 Storey,Ground Level Unit",122,30.00 feet,,,,,,,,,,,,,,
1034 E 14th Avenue,"$1,669,900",4,3,30 ft x 122 ft (0 ft²),Built in 2021 (-1 yrs old),"$5,705",$0,Vancouver East,Mount Pleasant East,Duplex,Freehold Strata,2 Storey,122,30.00 feet,,,,,,,,,,,,,,
1206 E 11th Avenue,"$1,898,000",5,3,33 ft x 125 ft (4125 ft²),Built in 1986 (34 yrs old),$0,Vancouver East,Mount Pleasant East,House,Freehold NonStrata,2 Storey,125,33.00 feet,R2515162,,,,,,,,,,,,,,
1816 1618 Quebec Street,"$1,249,000",2,2,Built in 2014 (6 yrs old),"$3,318",$573,Vancouver East,Mount Pleasant East,Apt/Condo,Freehold Strata,Corner Unit,R2514251,Benson Lee PREC*,Nu Stream Realty Inc.,,,,,,,,,,,,,,
W308 488 Kingsway Street,"$650,000",2,2,Built in 1995 (25 yrs old),"$1,583",$348,Vancouver East,Mount Pleasant East,Apt/Condo,Freehold Strata,Inside Unit,R2512293,Carlo Capitulo PREC*,Oakwyn Realty Ltd.,,,,,,,,,,,,,,
301 233 Kingsway,"$549,900",0,1,Built in 2017 (3 yrs old),$0,$177,Vancouver East,Mount Pleasant East,Apt/Condo,Freehold Strata,Corner Unit,R2511565,Diane Wang PREC*,Royal Pacific Realty (Kingsway) Ltd.,,,,,,,,,,,,,,
1402 1688 Pullman Porter Street,"$4,200,000",2,3,Built in 2018 (2 yrs old),"$7,199",$890,Vancouver East,Mount Pleasant East,Apt/Condo,Freehold Strata,Penthouse,R2511008,Bao Mach PREC*,Oakwyn Realty Downtown Ltd.,,,,,,,,,,,,,,
3071 Clark Drive,"$1,699,900",3,4,35 ft x 136 ft (4760 ft²),Built in 2020 (0 yrs old),$0,$0,Vancouver East,Mount Pleasant East,Duplex,Freehold Strata,3 Storey,136,35.00 feet,,,,,,,,,,,,,1,Yes
323 350 E 2nd Avenue,"$639,900",1,1,Built in 1995 (25 yrs old),"$1,583",$311,Vancouver East,Mount Pleasant East,Apt/Condo,Freehold Strata,Live/Work Studio,R2510898,Rob Zwick PREC*,Stilhavn Real Estate Services,,,,,,,,,,,,,,
105 288 E 14th Avenue,"$488,000",1,1,Built in 1983 (37 yrs old),"$1,198",$345,Vancouver East,Mount Pleasant East,Apt/Condo,Freehold Strata,"Corner Unit,Ground Level Unit",R2510176,Matt Stone,Rennie & Associates Realty Ltd.,,,,,,,,,,,,,,
2501 1775 Quebec Street,"$9,288,000",3,4,Built in 2014 (6 yrs old),"$26,654","$1,695",Vancouver East,Mount Pleasant East,Apt/Condo,Freehold Strata,Penthouse,R2510162,Haneef Virani PREC*,Virani Real Estate Advisors,,,,,,,,,,,,,,
3075 Clark Drive,"$1,749,900",3,4,35 ft x 136 ft (4760 ft²),Built in 2020 (0 yrs old),$0,$0,Vancouver East,Mount Pleasant East,Duplex,Freehold Strata,3 Storey,136,35.00 feet,,,,,,,,,,,,,1,Yes
3071 Clark Drive,"$1,699,900",3,4,35 ft x 136 ft (4760 ft²),Built in 2020 (0 yrs old),$0,$0,Vancouver East,Mount Pleasant East,Duplex,Freehold Strata,3 Storey,136,35.00 feet,,,,,,,,,,,,,1,Yes
406 1708 Ontario Street,"$1,399,000",3,2,Built in 2019 (1 yrs old),$0,$405,Vancouver East,Mount Pleasant East,Apt/Condo,Freehold Strata,"1 Storey,Corner Unit",R2506993,Lee Bryant PREC*,Oakwyn Realty Ltd.,,,,,,,,,,,,,,
850 E 12th Avenue,"$1,499,000",6,4,33 ft x 122 ft (4026 ft²),Built in 1912 (108 yrs old),"$4,298",Vancouver East,Mount Pleasant East,House,Freehold NonStrata,2 Storey w/Bsmt.,122,33.00 feet,R2506355,,,,,,,,,,,,,,
1907 1775 Quebec Street,"$778,900",1,1,Built in 2014 (6 yrs old),"$2,030",$339,Vancouver East,Mount Pleasant East,Apt/Condo,Freehold Strata,"1 Storey,Corner Unit",R2506172,Marcus Maia PREC*,Dexter Realty,,,,,,,,,,,,,,
703 108 E 1st Avenue,"$1,149,000",2,2,Built in 2014 (6 yrs old),"$3,242",$538,Vancouver East,Mount Pleasant East,Apt/Condo,Freehold Strata,1 Storey,R2516528,Dan Roberts PREC*,Oakwyn Realty Ltd.,,,,,,,,,,,,,,
409 2508 Fraser Street,"$989,900",1,2,Built in 2020 (0 yrs old),$0,$409,Vancouver East,Mount Pleasant East,Apt/Condo,Freehold Strata,"1 Storey,Upper Unit",R2503537,Jacky Chan PREC*,Park Georgia Realty Ltd.,,,,,,,,,,,,,,
Th1 2508 Fraser Street,"$1,499,900",2,3,Built in 2020 (0 yrs old),$0,$748,Vancouver East,Mount Pleasant East,Townhouse,Freehold Strata,3 Storey w/Bsmt.,R2503502,Jacky Chan PREC*,Park Georgia Realty Ltd.,,,,,,,,,,,,,,
407 272 E 4th Avenue,"$998,000",1,2,Built in 1995 (25 yrs old),"$3,147",$414,Vancouver East,Mount Pleasant East,Apt/Condo,Freehold Strata,"Live/Work Studio,Loft/Warehouse Conv.",R2501301,Fanny Wong,Dexter Realty,,,,,,,,,,,,,,
13 280 E 6th Avenue,"$949,000",1,1,Built in 1901 (119 yrs old),"$2,598",$312,Vancouver East,Mount Pleasant East,Apt/Condo,Freehold Strata,"Live/Work Studio,Loft/Warehouse Conv.",R2496953,Gina Rossi PREC*,RE/MAX Crest Realty,,,,,,,,,,,,,,
1303 1688 Pullman Porter Street,"$2,799,000",2,2,Built in 2018 (2 yrs old),"$5,813",$552,Vancouver East,Mount Pleasant East,Apt/Condo,Freehold Strata,"Corner Unit,Penthouse",R2496503,Bao Mach PREC*,Oakwyn Realty Downtown Ltd.,,,,,,,,,,,,,,
1803 1708 Ontario Street,"$3,600,000",4,3,Built in 2019 (1 yrs old),"$8,090",$579,Vancouver East,Mount Pleasant East,Apt/Condo,Freehold Strata,"Corner Unit,Penthouse",R2496680,Grace Kwok,Anson Realty Ltd.,,,,,,,,,,,,,,
1802 1708 Ontario Street,"$2,500,000",3,2,Built in 2019 (1 yrs old),"$5,679",$495,Vancouver East,Mount Pleasant East,Apt/Condo,Freehold Strata,Penthouse,R2496651,Grace Kwok,Anson Realty Ltd.,,,,,,,,,,,,,,
409 256 E 2nd Avenue,"$699,000",1,1,Built in 2009 (11 yrs old),"$1,987",$283,Vancouver East,Mount Pleasant East,Apt/Condo,Freehold Strata,Upper Unit,R2518225,Iman Moghadam PREC*,RE/MAX Masters Realty,,,,,,,,,,,,,,
17 531 E 16th Avenue,"$1,299,000",3,2,Built in 2017 (3 yrs old),"$3,575",$482,Vancouver East,Mount Pleasant East,Townhouse,Freehold Strata,"End Unit,Ground Level Unit",R2493665,Dennis Lai,Oakwyn Realty Ltd.,,,,,,,,,,,,,,
11 531-541 E 6th Avenue,"$899,000",2,2,Built in 2021 (-1 yrs old),$0,$277,Vancouver East,Mount Pleasant East,Apt/Condo,Freehold Strata,1 Storey,R2492687,Sean Stevens PREC*,Macdonald Realty,,,,,,,,,,,,,,
9 531-541 E 6th Avenue,"$1,550,000",3,3,Built in 2021 (-1 yrs old),$0,$467,Vancouver East,Mount Pleasant East,Townhouse,Freehold Strata,2 Storey,R2492640,Sean Stevens PREC*,Macdonald Realty,,,,,,,,,,,,,,
209 2889 E 1st Avenue,"$499,900",1,1,Built in 2019 (1 yrs old),"$1,375",$218,Vancouver East,Renfrew,Apt/Condo,Freehold Strata,Inside Unit,R2521021,Linda Noton,Sutton Group-West Coast Realty,,,,,,,,,,,,,,
3288 E 2nd Avenue,"$1,498,000",4,4,40 ft x 124 ft (4960 ft²),Built in 2020 (0 yrs old),$0,$0,Vancouver East,Renfrew,Duplex,Freehold Strata,3 Storey,124,40.00 feet,,,,,,,,,,,,,,
517 2888 E 2nd Avenue,"$469,000",1,1,Built in 2013 (7 yrs old),"$1,273",$213,Vancouver East,Renfrew,Apt/Condo,Freehold Strata,"Inside Unit,Penthouse",R2520803,Michael Uy PREC*,Oakwyn Realty Ltd.,,,,,,,,,,,,,,
2180 Rupert Street,"$1,499,800",5,2,33 ft x 122 ft (4026 ft²),Built in 1954 (66 yrs old),"$4,961",Vancouver East,Renfrew,House,Freehold NonStrata,Rancher/Bungalow w/Bsmt.,122,33.00 feet,R2520104,,,,,,,,,,,,,,
531 Rupert Street,"$1,449,000",6,3,33 ft x 120 ft (3960 ft²),Built in 1967 (53 yrs old),"$5,416",Vancouver East,Renfrew,House,Freehold NonStrata,2 Storey,120,33.00 feet,R2516949,,,,,,,,,,,,,,
2531 E 5th Avenue,"$1,399,900",4,2,33 ft x 122 ft (4026 ft²),Built in 1964 (56 yrs old),"$5,125",Vancouver East,Renfrew,House,Freehold NonStrata,Basement Entry,122,33.00 feet,R2516968,,,,,,,,,,,,,,
204 2505 E Broadway,"$629,000",2,2,Built in 1995 (25 yrs old),"$1,622",$515,Vancouver East,Renfrew,Apt/Condo,Freehold Strata,Inside Unit,R2515982,Michael Uy PREC*,Oakwyn Realty Ltd.,,,,,,,,,,,,,,
1991 Cassiar Street,"$1,199,000",5,3,0 ft²,Built in 2012 (8 yrs old),"$3,082",$0,Vancouver East,Renfrew,Duplex,Freehold Strata,2 Storey,R2515858,Graeme Lin,,,,,,,,,,,,,,
2646 E 4th Avenue,"$1,580,000",3,2,33 ft x 122 ft (4026 ft²),Built in 1947 (73 yrs old),"$5,086",Vancouver East,Renfrew,House,Freehold NonStrata,Rancher/Bungalow w/Bsmt.,122,33.00 feet,R2514658,,,,,,,,,,,,,,
3254 E 6th Avenue,"$2,438,800",9,8,33 ft x 122 ft (4026 ft²),Built in 2019 (1 yrs old),"$6,696",Vancouver East,Renfrew,House,Freehold NonStrata,2 Storey w/Bsmt.,122,33.00 feet,R2511708,,,,,,,,,,,,,,
2915 Parker Street,"$1,668,000",3,2,33 ft x 146 ft (4724 ft²),Built in 1946 (74 yrs old),"$5,248",Vancouver East,Renfrew,House,Freehold NonStrata,2 Storey,146.75/136,33.00 feet,R2507632,,,,,,,,,,,,,,
636 Cassiar Street,"$1,325,000",3,2,33 ft x 122 ft (4026 ft²),Built in 1914 (106 yrs old),"$4,743",Vancouver East,Renfrew,House,Freehold NonStrata,2 Storey w/Bsmt.,122,33.00 feet,R2506743,,,,,,,,,,,,,,
3466 E Pender Street,"$1,998,000",0,0,49 ft x 155 ft (7673 ft²),Built in 1918 (102 yrs old),"$6,498",Vancouver East,Renfrew,House,Freehold NonStrata,2 Storey w/Bsmt.,155,49.50 feet,R2502609,,,,,,,,,,,,,,
2438 Rupert Street,"$1,999,999",4,2,33 ft x 122 ft (4026 ft²),Built in 1954 (66 yrs old),"$4,945",Vancouver East,Renfrew,House,Freehold NonStrata,2 Storey,122,33.00 feet,R2493300,,,,,,,,,,,,,,
2416 Rupert Street,"$1,999,999",7,5,33 ft x 122 ft (4026 ft²),Built in 1947 (73 yrs old),"$5,295",Vancouver East,Renfrew,House,Freehold NonStrata,2 Storey,122,33.00 feet,R2493297,,,,,,,,,,,,,,
3306 E 8th Avenue,"$1,999,999",5,3,33 ft x 122 ft (4026 ft²),Built in 1980 (40 yrs old),"$5,166",Vancouver East,Renfrew,House,Freehold NonStrata,2 Storey,122,33.00 feet,R2493280,,,,,,,,,,,,,,
2428 Rupert Street,"$1,999,999",5,2,33 ft x 122 ft (4026 ft²),Built in 1963 (57 yrs old),"$5,010",Vancouver East,Renfrew,House,Freehold NonStrata,2 Storey,122,33.00 feet,R2493275,,,,,,,,,,,,,,
202 2889 E 1st Avenue,"$680,000",3,2,Built in 2019 (1 yrs old),"$1,452",$293,Vancouver East,Renfrew,Apt/Condo,Freehold Strata,Inside Unit,R2489086,Tina Li PREC*,Luxmore Realty,,,,,,,,,,,,,,
3428 E 4th Avenue,"$1,768,000",6,4,33 ft x 124 ft (4092 ft²),Built in 2002 (18 yrs old),"$6,083",Vancouver East,Renfrew,House,Freehold NonStrata,2 Storey w/Bsmt.,124,33.00 feet,R2487553,,,,,,,,,,,,,,
2110 Renfrew Street,"$1,349,000",4,2,33 ft x 122 ft (4026 ft²),Built in 1941 (79 yrs old),"$4,921",Vancouver East,Renfrew,House,Freehold NonStrata,"2 Storey,Rancher/Bungalow w/Bsmt.",122,33.00 feet,R2470763,,,,,,,,,,,,,,
3405 E Pender Street,"$1,980,000",6,3,33 ft x 122 ft (4026 ft²),Built in 1993 (27 yrs old),"$5,595",Vancouver East,Renfrew,House,Freehold NonStrata,2 Storey w/Bsmt.,122,33.00 feet,R2433939,,,,,,,,,,,,,,
574 Nanaimo Street,"$2,400,000",4,3,33 ft x 126 ft (4158 ft²),Built in 1925 (95 yrs old),"$5,078",Vancouver East,Renfrew,House,Freehold NonStrata,2 Storey w/Bsmt.,126,33.00 feet,R2394840,,,,,,,,,,,,,,
2954 Charles Street,"$1,599,000",5,2,33 ft x 127 ft (4255 ft²),Built in 1967 (53 yrs old),"$5,169",Vancouver East,Renfrew,House,Freehold NonStrata,2 Storey,127,33.50 feet,R2524733,,,,,,,,,,,,,,
3088 E 6th Avenue,"$1,899,000",7,6,33 ft x 122 ft (4026 ft²),Built in 1990 (30 yrs old),"$4,173",Vancouver East,Renfrew,House,Freehold NonStrata,2 Storey w/Bsmt.,122,33.00 feet,R2524284,,,,,,,,,,,,,,
3658 Turner Street,"$1,399,000",5,2,33 ft x 110 ft (3630 ft²),Built in 1926 (94 yrs old),"$4,768",Vancouver East,Renfrew,House,Freehold NonStrata,2 Storey,110,33.00 feet,R2524204,,,,,,,,,,,,,,
2948 E 3rd Avenue,"$1,550,000",5,2,33 ft x 124 ft (4092 ft²),Built in 1941 (79 yrs old),"$5,378",Vancouver East,Renfrew,House,Freehold NonStrata,2 Storey,124,33.00 feet,R2524163,,,,,,,,,,,,,,
3511 Turner Street,"$1,279,000",3,4,0 ft²,Built in 2020 (0 yrs old),"$4,568",$0,Vancouver East,Renfrew,Duplex,Freehold Strata,"2 Storey w/Bsmt.,3 Storey",0.00 feet,R2524065,,,,,,,,,,,,,,
313 405 Skeena Street,"$542,800",2,2,Built in 2009 (11 yrs old),"$1,510",$425,Vancouver East,Renfrew,Apt/Condo,Freehold Strata,"1 Storey,Inside Unit",R2523640,R.P. Luke PREC*,RE/MAX LifeStyles Realty,,,,,,,,,,,,,,
48 3468 Terra Vita Place,"$865,000",3,3,Built in 1997 (23 yrs old),"$1,818",$348,Vancouver East,Renfrew,Townhouse,Freehold Strata,3 Storey,R2522859,Eunice Lee PREC*,Oakwyn Realty Ltd.,,,,,,,,,,,,,,
2488 E 8th Avenue,"$699,000",2,2,Built in 1995 (25 yrs old),"$1,732",$334,Vancouver East,Renfrew,Townhouse,Freehold Strata,"Corner Unit,Ground Level Unit",R2521478,Carole Dandurand,Faith Wilson Group,,,,,,,,,,,,,,
765 Kamloops Street,"$1,399,000",3,4,34 ft x 108 ft (0 ft²),Built in 2020 (0 yrs old),"$4,061",$0,Vancouver East,Renfrew,Duplex,Freehold Strata,2 Storey w/Bsmt.,Heat Recovery Ventilator,108.3,,,,,,,,,,,,,,
2495 Adanac Street,"$1,299,000",3,3,34 ft x 108 ft (0 ft²),Built in 2020 (0 yrs old),"$3,800",$0,Vancouver East,Renfrew,Duplex,Freehold Strata,"2 Storey,Corner Unit",Heat Recovery Ventilator,108.3,,,,,,,,,,,,,,
101 2889 E 1st Avenue,"$640,000",2,2,Built in 2019 (1 yrs old),"$1,861",$242,Vancouver East,Renfrew,Apt/Condo,Freehold Strata,Split Entry,R2517082,Jerry Huang,Nu Stream Realty Inc.,,,,,,,,,,,,,,
3442 E 4th Avenue,"$2,690,000",7,6,66 ft x 124 ft (8271 ft²),Built in 1984 (36 yrs old),"$8,518",Vancouver East,Renfrew,House,Freehold NonStrata,"2 Storey,Ground Level Unit",124,66.70 feet,R2514864,,,,,,,,,,,,,,
3446 William Street,"$1,180,000",5,2,33 ft x 107 ft (3548 ft²),Built in 1954 (66 yrs old),"$4,545",Vancouver East,Renfrew,House,Freehold NonStrata,2 Storey,107.5,33.00 feet,R2512996,,,,,,,,,,,,,,
2939 Charles Street,"$1,560,000",4,3,31 ft x 110 ft (3488 ft²),Built in 1989 (31 yrs old),"$5,105",Vancouver East,Renfrew,House,Freehold NonStrata,2 Storey,110.8,31.48 feet,R2513321,,,,,,,,,,,,,,
309 2889 E 1st Avenue,"$519,900",1,1,Built in 2019 (1 yrs old),"$1,398",$218,Vancouver East,Renfrew,Apt/Condo,Freehold Strata,Inside Unit,R2512497,Kevin Xiao PREC*,TRG The Residential Group Realty,,,,,,,,,,,,,,
3115 E Broadway Street,"$3,000,000",6,4,33 ft x 150 ft (4952 ft²),Built in 1966 (54 yrs old),"$5,722",Vancouver East,Renfrew,House,Freehold NonStrata,2 Storey,150.04,33.00 feet,R2511790,,,,,,,,,,,,,,
2579 E East Pender Street,"$1,400,000",4,2,33 ft x 122 ft (4026 ft²),Built in 1962 (58 yrs old),"$4,837",Vancouver East,Renfrew,House,Freehold NonStrata,"2 Storey,Basement Entry",122,33.00 feet,R2510216,,,,,,,,,,,,,,
3326 E 2nd Avenue,"$1,679,000",6,3,40 ft x 124 ft (4960 ft²),Built in 1968 (52 yrs old),"$5,523",Vancouver East,Renfrew,House,Freehold NonStrata,2 Storey,124.02,40.00 feet,R2509974,,,,,,,,,,,,,,
4306 Atlin Street,"$1,699,000",5,2,5040 ft²,Built in 1926 (94 yrs old),"$5,963",Vancouver East,Renfrew Heights,House,Freehold NonStrata,2 Storey w/Bsmt.,36.00 feet,R2523110,Carole Lieberman PREC*,,,,,,,,,,,,,,
102 2588 E Broadway,"$298,000",2,2,Built in 1995 (25 yrs old),$0,$412,Vancouver East,Renfrew Heights,Apt/Condo,Freehold Strata,Ground Level Unit,R2523312,Stephanie Wong,Luxmore Realty,,,,,,,,,,,,,,
4306 Atlin Street,"$1,699,000",5,2,5040 ft²,Built in 1926 (94 yrs old),"$5,963",Vancouver East,Renfrew Heights,House,Freehold NonStrata,2 Storey w/Bsmt.,36.00 feet,R2523110,Carole Lieberman PREC*,,,,,,,,,,,,,,
3214 Vimy Crescent,"$1,428,000",3,4,41 ft x 110 ft (4510 ft²),Built in 2020 (0 yrs old),"$2,448",$0,Vancouver East,Renfrew Heights,Duplex,Freehold Strata,2 Storey w/Bsmt.,110,41.00 feet,,,,,,,,,,,,,,
3216 Vimy Crescent,"$1,299,900",3,4,41 ft x 110 ft (4510 ft²),Built in 2020 (0 yrs old),"$2,448",$0,Vancouver East,Renfrew Heights,Duplex,Freehold Strata,2 Storey w/Bsmt.,110,41.00 feet,,,,,,,,,,,,,,
2942 Renfrew Street,"$1,575,000",6,3,31 ft x 121 ft (3850 ft²),Built in 1969 (51 yrs old),"$4,629",Vancouver East,Renfrew Heights,House,Freehold NonStrata,2 Storey,121.66,31.65 feet,R2514549,,,,,,,,,,,,,,
3015 E 14th Avenue,"$2,899,900",10,9,5687 ft²,Built in 2019 (1 yrs old),"$8,443",Vancouver East,Renfrew Heights,House,Freehold NonStrata,"2 Storey w/Bsmt.,Laneway House",Heat Recovery Ventilator,49.00 feet,R2503594,,,,,,,,,,,,,,
3168 Renfrew Street,"$2,700,000",3,2,33 ft x 121 ft (4016 ft²),Built in 1948 (72 yrs old),"$4,698",Vancouver East,Renfrew Heights,House,Freehold NonStrata,2 Storey,121.53,33.04 feet,R2449933,,,,,,,,,,,,,,
3138 Renfrew Street,"$2,600,000",5,3,33 ft x 121 ft (4015 ft²),Built in 1974 (46 yrs old),"$4,840",Vancouver East,Renfrew Heights,House,Freehold NonStrata,2 Storey,121.55,33.04 feet,R2437760,,,,,,,,,,,,,,
3196 Renfrew Street,"$2,600,000",4,2,33 ft x 121 ft (4015 ft²),Built in 1944 (76 yrs old),"$5,027",Vancouver East,Renfrew Heights,House,Freehold NonStrata,2 Storey,121.51,33.03 feet,R2437127,,,,,,,,,,,,,,
3156 Renfrew Street,"$2,599,000",3,2,33 ft x 122 ft (4015 ft²),Built in 1960 (60 yrs old),"$4,679",Vancouver East,Renfrew Heights,House,Freehold NonStrata,2 Storey,122.54,33.04 feet,R2437110,,,,,,,,,,,,,,
3182 Renfrew Street,"$2,600,000",6,0,33 ft x 121 ft (4015 ft²),Built in 1959 (61 yrs old),"$4,649",Vancouver East,Renfrew Heights,House,Freehold NonStrata,2 Storey,121.52,33.04 feet,R2437070,,,,,,,,,,,,,,
2875 E 10th Avenue,"$2,500,000",5,3,33 ft x 144 ft (4752 ft²),Built in 1979 (41 yrs old),"$5,302",Vancouver East,Renfrew Heights,House,Freehold NonStrata,2 Storey,144,33.00 feet,R2433215,,,,,,,,,,,,,,
2869 E 10th Avenue,"$2,500,000",6,3,33 ft x 144 ft (4752 ft²),Built in 1979 (41 yrs old),"$5,376",Vancouver East,Renfrew Heights,House,Freehold NonStrata,2 Storey,144,33.00 feet,R2433197,,,,,,,,,,,,,,
3192 E 14th Avenue,"$2,399,000",7,7,38 ft x 104 ft (3985 ft²),Built in 2020 (0 yrs old),"$7,019",Vancouver East,Renfrew Heights,House,Freehold NonStrata,"2 Storey w/Bsmt.,Laneway House",Heat Recovery Ventilator,104.86,38.00 feet,,,,,,,,,,,,,,
2883 Nanaimo Street,"$1,599,000",5,4,28 ft x 119 ft (3406 ft²),Built in 1997 (23 yrs old),"$5,222",Vancouver East,Renfrew Heights,House,Freehold NonStrata,2 Storey,119.5,28.50 feet,R2522408,,,,,,,,,,,,,,
3549 Anzio Drive,"$1,788,888",4,4,41 ft x 110 ft (4510 ft²),Built in 1993 (27 yrs old),"$5,845",Vancouver East,Renfrew Heights,House,Freehold NonStrata,2 Storey w/Bsmt.,110,41.00 feet,R2520965,,,,,,,,,,,,,,
2418 E 19th Avenue,"$1,749,999",8,5,33 ft x 110 ft (436 ft²),Built in 2009 (11 yrs old),"$5,763",Vancouver East,Renfrew Heights,House,Freehold NonStrata,2 Storey,110.03,33.00 feet,R2519976,,,,,,,,,,,,,,
3661 E 27th Avenue,"$1,525,000",4,3,3762 ft²,Built in 1979 (41 yrs old),"$5,307",Vancouver East,Renfrew Heights,House,Freehold NonStrata,2 Storey,0.00 feet,R2519230,Olivia Li,,,,,,,,,,,,,,
3125 Nootka Street,"$1,888,800",4,3,43 ft x 121 ft (5257 ft²),Built in 1966 (54 yrs old),"$5,831",Vancouver East,Renfrew Heights,House,Freehold NonStrata,2 Storey,121.33,43.48 feet,R2518470,,,,,,,,,,,,,,
4306 Atlin Street,"$1,699,000",5,2,5040 ft²,Built in 1926 (94 yrs old),"$5,963",Vancouver East,Renfrew Heights,House,Freehold NonStrata,2 Storey w/Bsmt.,36.00 feet,R2523110,Carole Lieberman PREC*,,,,,,,,,,,,,,
2816 E 16th Avenue,"$1,788,800",4,3,33 ft x 139 ft (4619 ft²),Built in 1955 (65 yrs old),"$5,836",Vancouver East,Renfrew Heights,House,Freehold NonStrata,2 Storey w/Bsmt.,139.91,33.01 feet,R2517886,,,,,,,,,,,,,,
2762 E 21st Avenue,"$1,668,000",4,4,32 ft x 109 ft (3625 ft²),Built in 1994 (26 yrs old),"$5,614",Vancouver East,Renfrew Heights,House,Freehold NonStrata,2 Storey w/Bsmt.,109.97,32.96 feet,R2513971,,,,,,,,,,,,,,
4465 Skeena Street,"$1,698,000",4,4,33 ft x 112 ft (3696 ft²),Built in 1993 (27 yrs old),"$5,611",Vancouver East,Renfrew Heights,House,Freehold NonStrata,"2 Storey w/Bsmt.,Split Entry",112,33.00 feet,R2513366,,,,,,,,,,,,,,
2605 Kamloops Street,"$1,899,000",5,3,50 ft x 128 ft (6400 ft²),Built in 1968 (52 yrs old),"$5,901",Vancouver East,Renfrew Heights,House,Freehold NonStrata,2 Storey,128,50.00 feet,R2510867,,,,,,,,,,,,,,
3230 Nanaimo Street,"$1,899,000",10,5,49 ft x 129 ft (6411 ft²),Built in 1947 (73 yrs old),"$5,819",Vancouver East,Renfrew Heights,House,Freehold NonStrata,2 Storey w/Bsmt.,129.5,49.50 feet,R2510876,,,,,,,,,,,,,,
802 2528 E Broadway,"$499,900",3,2,Built in 1995 (25 yrs old),"$1,255",$628,Vancouver East,Renfrew Heights,Apt/Condo,Freehold Strata,"1 Storey,Inside Unit",R2508176,Glenn Warren,RE/MAX City Realty,,,,,,,,,,,,,,
107 2533 Penticton Street,"$290,000",2,2,Built in 1994 (26 yrs old),$807,$402,Vancouver East,Renfrew Heights,Apt/Condo,Freehold Strata,Ground Level Unit,R2507066,Owen Zhang,RE/MAX City Realty,,,,,,,,,,,,,,
3144 E 22nd Avenue,"$2,298,000",9,7,33 ft x 120 ft (3960 ft²),Built in 2017 (3 yrs old),"$5,558",Vancouver East,Renfrew Heights,House,Freehold NonStrata,"2 Storey w/Bsmt.,Laneway House",Heat Recovery Ventilator,120,33.00 feet,,,,,,,,,,,,,,
508 2468 E Broadway,"$418,000",3,2,Built in 1994 (26 yrs old),"$1,235",$513,Vancouver East,Renfrew Heights,Apt/Condo,Freehold Strata,Inside Unit,R2505770,Emily Shen,Sutton Group-West Coast Realty,,,,,,,,,,,,,,
3862 Nanaimo Street,"$2,700,000",7,4,32 ft x 120 ft (3900 ft²),Built in 2005 (15 yrs old),"$5,781",Vancouver East,Renfrew Heights,House,Freehold NonStrata,2 Storey,120,32.50 feet,R2505281,,,,,,,,,,,,,,
2882 E Broadway,"$2,888,000",4,1,33 ft x 144 ft (4779 ft²),Built in 1955 (65 yrs old),"$5,180",Vancouver East,Renfrew Heights,House,Freehold NonStrata,2 Storey,144.8,33.00 feet,R2489126,,,,,,,,,,,,,,
4475 Skeena Street,"$2,288,000",8,8,33 ft x 112 ft (3696 ft²),Built in 2020 (0 yrs old),"$5,429",Vancouver East,Renfrew Heights,House,Freehold NonStrata,2 Storey w/Bsmt.,112,33.00 feet,R2486792,,,,,,,,,,,,,,
2938 E 25th Avenue,"$2,798,000",10,10,52 ft x 100 ft (0 ft²),Built in 2008 (12 yrs old),$0,Vancouver East,Renfrew Heights,House,Freehold NonStrata,"2 Storey w/Bsmt.,Laneway House",100,52.00 feet,R2472526,,,,,,,,,,,,,,
603 2468 E Broadway,"$339,900",2,2,Built in 1994 (26 yrs old),$864,$417,Vancouver East,Renfrew Heights,Apt/Condo,Freehold Strata,Inside Unit,R2469935,Glenn Warren,RE/MAX City Realty,,,,,,,,,,,,,,
2843 E 20th Avenue,"$1,589,000",8,3,33 ft x 109 ft (3629 ft²),Built in 1925 (95 yrs old),"$4,671",Vancouver East,Renfrew Heights,House,Freehold NonStrata,3 Storey,109.94,33.00 feet,R2464634,,,,,,,,,,,,,,
2876 E Broadway,"$2,888,000",4,2,33 ft x 144 ft (4779 ft²),Built in 1947 (73 yrs old),"$5,699",Vancouver East,Renfrew Heights,House,Freehold NonStrata,1 Storey,144.8,33.00 feet,R2462225,,,,,,,,,,,,,,
2808 E Broadway,"$3,000,000",6,4,33 ft x 144 ft (4779 ft²),Built in 2011 (9 yrs old),"$5,872",Vancouver East,Renfrew Heights,House,Freehold NonStrata,2 Storey,144,33.00 feet,R2451790,,,,,,,,,,,,,,
2870 E Broadway,"$2,888,000",4,2,33 ft x 144 ft (4779 ft²),Built in 1946 (74 yrs old),"$5,550",Vancouver East,Renfrew Heights,House,Freehold NonStrata,Rancher/Bungalow w/Bsmt.,144,33.00 feet,R2451241,,,,,,,,,,,,,,
